domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.tagesspiegel.de,-0.03558348030570253,0.19755490551505334,0.07432392710170488,0.12358673612750266,54.0
www.stern.de,-0.07396591970121381,0.22495645828962868,0.057181761593526295,0.11576425246939656,51.0
www.zeit.de,0.05078723155929038,0.14691743331728846,0.05015756302521008,0.12042522806003828,34.0
www.morgenpost.de,-0.06840245775729646,0.22502637018928284,0.054275473630312335,0.12543862363774755,31.0
www.diepresse.com,0.013003795721187017,0.179371437650995,0.030020703933747412,0.07433391130736271,23.0
www.welt.de,0.04983044733044733,0.2815596064328502,0.017857142857142856,0.04069734168909973,22.0
www.bild.de,0.1469801587301587,0.254950379451927,0.007142857142857143,0.031943828249996996,20.0
orf.at,-0.0060648148148148145,0.2644215856614001,0.07685185185185185,0.12434651258659146,18.0
www.tagesschau.de,-0.06648677248677248,0.26900089806758204,0.07777777777777777,0.22596061837895795,15.0
www.faz.net,0.04833333333333333,0.20763884243775027,0.06574603174603175,0.10208269586547226,15.0
www.focus.de,0.07927777777777777,0.27249040598337704,0.016666666666666666,0.043983221909312295,15.0
www.n-tv.de,0.046336996336996325,0.15070577656153994,0.056456043956043964,0.11817133998533606,13.0
www.dw.com,0.15647186147186146,0.20073817341278158,0.04696969696969697,0.1018763362061469,11.0
www.nzz.ch,0.05329761904761904,0.09361594808418962,0.06428571428571428,0.1331820759581145,10.0
www.sueddeutsche.de,0.048819444444444436,0.21470303462597215,0.09265873015873016,0.15858028638844288,8.0
tirol.orf.at,0.0027777777777777727,0.22371029546334315,0.0,0.0,6.0
www.spektrum.de,0.012857142857142852,0.3493862451490037,0.09,0.18,4.0
www.rtl.de,-0.28392857142857136,0.3409264837863711,0.0,0.0,2.0
kaernten.orf.at,-0.015000000000000003,0.02121320343559643,0.0,0.0,2.0
taz.de,-0.16666666666666666,0.23570226039551584,0.2708333333333333,0.14731391274719743,2.0
steiermark.orf.at,-0.12976190476190474,0.12458548049477265,0.0,0.0,2.0
www.mdr.de,0.0,1.0,0.0,1.0,1.0
www.kino.de,0.0,1.0,0.0,1.0,1.0
www.jungewelt.de,0.0,1.0,0.0,1.0,1.0
noe.orf.at,0.0,1.0,0.0,1.0,1.0
www.computerbase.de,0.0,1.0,0.0,1.0,1.0
www.brigitte.de,0.0,1.0,0.0,1.0,1.0
t3n.de,0.0,1.0,0.0,1.0,1.0
science.orf.at,0.0,1.0,0.0,1.0,1.0
www.telepolis.de,0.0,1.0,0.0,1.0,1.0
oe3.orf.at,0.0,1.0,0.0,1.0,1.0
www.golem.de,0.0,1.0,0.0,1.0,1.0
